location_id,region,latitude,longitude,building_type,tiv,deductible,policy_limit
LOC-00960,Houston (Flood/Wind),30.98085,-95.531,Wood,519888.41,25994.42,415910.72
LOC-00961,Los Angeles (Quake),34.36863,-116.77703,Wood,782093.28,39104.66,625674.62
LOC-00962,Miami (Hurricane),25.81462,-77.91909,Wood,1374638.05,68731.9,1374638.05
LOC-00963,Miami (Hurricane),25.141,-80.12863,Wood,528188.51,26409.43,528188.51
LOC-00964,Los Angeles (Quake),32.75674,-119.70398,Wood,1049030.03,52451.5,839224.02
LOC-00965,Los Angeles (Quake),33.47445,-119.92764,Steel,140242.31,14024.23,140242.31
LOC-00966,Miami (Hurricane),26.42716,-80.35873,Wood,196286.69,9814.33,196286.69
LOC-00967,Houston (Flood/Wind),28.93892,-95.53962,Wood,125621.58,2512.43,125621.58
LOC-00968,Miami (Hurricane),24.97871,-79.94496,Concrete,437245.73,21862.29,524694.87
LOC-00969,Miami (Hurricane),24.55367,-80.36823,Masonry,100262.25,2005.24,80209.8
LOC-00970,Miami (Hurricane),25.40068,-80.05166,Steel,102203.75,2044.08,102203.75
LOC-00971,Miami (Hurricane),25.62428,-79.39737,Wood,281585.43,28158.54,281585.43
LOC-00972,Miami (Hurricane),24.94972,-80.52837,Masonry,175730.66,3514.61,175730.66
LOC-00973,Miami (Hurricane),25.14431,-80.59017,Concrete,667858.62,13357.17,667858.62
LOC-00974,Los Angeles (Quake),33.24955,-115.36008,Wood,415205.84,8304.12,415205.84
LOC-00975,Los Angeles (Quake),34.20356,-118.90259,Wood,597079.94,59707.99,597079.94
LOC-00976,Miami (Hurricane),24.40216,-79.69568,Wood,50000.0,1000.0,50000.0
LOC-00977,Los Angeles (Quake),34.28507,-116.93279,Wood,119244.92,2384.9,95395.94
LOC-00978,Miami (Hurricane),25.4727,-81.63743,Masonry,203853.06,4077.06,203853.06
LOC-00979,Miami (Hurricane),25.20977,-80.15838,Concrete,221850.53,22185.05,177480.43
LOC-00980,Houston (Flood/Wind),28.26295,-96.64793,Concrete,347566.1,34756.61,278052.88
LOC-00981,Houston (Flood/Wind),29.64891,-93.92799,Concrete,413177.11,41317.71,413177.11
LOC-00982,Los Angeles (Quake),34.93981,-119.23571,Concrete,579605.84,28980.29,579605.84
LOC-00983,Miami (Hurricane),26.311,-80.31272,Concrete,622997.21,31149.86,747596.66
LOC-00984,Los Angeles (Quake),34.08004,-119.28058,Wood,210941.8,21094.18,210941.8
LOC-00985,Miami (Hurricane),27.03606,-79.66071,Wood,50000.0,5000.0,50000.0
LOC-00986,Houston (Flood/Wind),29.93757,-93.19275,Concrete,87146.42,4357.32,69717.14
LOC-00987,Houston (Flood/Wind),30.8525,-96.84626,Wood,340996.51,17049.83,272797.21
LOC-00988,Houston (Flood/Wind),30.49345,-95.93807,Concrete,525355.07,52535.51,630426.08
LOC-00989,Miami (Hurricane),26.00615,-81.19484,Masonry,114514.88,2290.3,114514.88
LOC-00990,Houston (Flood/Wind),29.76667,-96.70396,Concrete,202050.41,10102.52,202050.41
LOC-00991,Miami (Hurricane),25.19416,-79.67612,Wood,531633.46,53163.35,531633.46
LOC-00992,Miami (Hurricane),25.71911,-80.24109,Wood,917172.0,18343.44,917172.0
LOC-00993,Miami (Hurricane),25.61962,-79.66709,Wood,62524.8,6252.48,62524.8
LOC-00994,Houston (Flood/Wind),29.33881,-94.6023,Wood,574060.88,11481.22,574060.88
LOC-00995,Miami (Hurricane),23.67822,-80.61217,Masonry,146980.55,14698.06,146980.55
LOC-00996,Houston (Flood/Wind),29.12717,-96.29933,Wood,288457.3,28845.73,346148.77
LOC-00997,Houston (Flood/Wind),29.65884,-95.85207,Wood,712147.78,35607.39,712147.78
LOC-00998,Miami (Hurricane),26.88129,-81.18003,Concrete,279841.44,5596.83,335809.73
LOC-00999,Miami (Hurricane),26.63385,-80.79028,Wood,698879.63,13977.59,838655.56
LOC-01000,Houston (Flood/Wind),29.17751,-93.85436,Concrete,393066.53,7861.33,393066.53
LOC-01001,Houston (Flood/Wind),27.14125,-96.66032,Concrete,165658.95,16565.89,198790.74
LOC-01002,Miami (Hurricane),26.64089,-80.12558,Wood,278391.27,5567.83,278391.27
LOC-01003,Houston (Flood/Wind),29.54298,-94.33884,Wood,105020.67,5251.03,84016.54
LOC-01004,Los Angeles (Quake),33.80339,-119.24839,Wood,159148.8,7957.44,127319.04
LOC-01005,Houston (Flood/Wind),29.9258,-96.75182,Masonry,360612.99,36061.3,432735.58
LOC-01006,Houston (Flood/Wind),30.04942,-94.37781,Wood,186001.87,3720.04,186001.87
LOC-01007,Los Angeles (Quake),32.7901,-120.96017,Wood,155260.23,3105.2,155260.23
LOC-01008,Houston (Flood/Wind),30.42621,-94.86522,Wood,502091.86,10041.84,502091.86
LOC-01009,Houston (Flood/Wind),29.09226,-96.15107,Wood,113965.55,11396.55,113965.55
LOC-01010,Miami (Hurricane),25.27239,-79.5916,Wood,114725.4,11472.54,91780.32
LOC-01011,Miami (Hurricane),25.63336,-78.19108,Concrete,260784.07,26078.41,208627.25
LOC-01012,Los Angeles (Quake),34.19461,-117.33389,Wood,70263.58,7026.36,70263.58
LOC-01013,Los Angeles (Quake),33.61391,-120.2491,Wood,827567.69,16551.35,827567.69
LOC-01014,Miami (Hurricane),26.28085,-79.0308,Concrete,128102.44,2562.05,102481.96
LOC-01015,Miami (Hurricane),26.76696,-80.35179,Wood,50000.0,2500.0,50000.0
LOC-01016,Miami (Hurricane),25.56326,-78.45283,Wood,50000.0,1000.0,50000.0
LOC-01017,Houston (Flood/Wind),30.84811,-94.67818,Concrete,174787.32,8739.37,174787.32
LOC-01018,Houston (Flood/Wind),29.85333,-95.32857,Concrete,600141.72,60014.17,600141.72
LOC-01019,Los Angeles (Quake),34.06056,-119.20707,Concrete,1794556.41,35891.13,1794556.41
LOC-01020,Miami (Hurricane),26.58015,-80.98803,Wood,50000.0,5000.0,60000.0
LOC-01021,Houston (Flood/Wind),28.24013,-94.42172,Concrete,126264.97,6313.25,151517.96
LOC-01022,Los Angeles (Quake),34.51138,-117.702,Wood,722390.79,36119.54,722390.79
LOC-01023,Miami (Hurricane),25.28846,-80.97217,Wood,382066.11,7641.32,382066.11
LOC-01024,Los Angeles (Quake),36.53306,-118.53638,Wood,224617.5,4492.35,224617.5
LOC-01025,Miami (Hurricane),25.90874,-80.52331,Wood,758126.9,37906.35,758126.9
LOC-01026,Los Angeles (Quake),34.16399,-119.79682,Wood,246685.31,12334.27,246685.31
LOC-01027,Los Angeles (Quake),35.95246,-118.04827,Concrete,525128.03,10502.56,525128.03
LOC-01028,Los Angeles (Quake),35.46676,-118.06202,Wood,361657.1,18082.86,433988.52
LOC-01029,Miami (Hurricane),26.82841,-79.7263,Concrete,589132.39,58913.24,589132.39
LOC-01030,Miami (Hurricane),25.31406,-78.91256,Wood,471275.63,9425.51,471275.63
LOC-01031,Miami (Hurricane),27.01226,-79.07384,Concrete,118610.19,2372.2,142332.22
LOC-01032,Houston (Flood/Wind),30.69398,-95.6444,Wood,642539.22,64253.92,642539.22
LOC-01033,Miami (Hurricane),25.76759,-81.37464,Concrete,1072482.21,21449.64,1072482.21
LOC-01034,Los Angeles (Quake),33.51535,-121.32888,Concrete,50000.0,1000.0,40000.0
LOC-01035,Los Angeles (Quake),35.4681,-115.75967,Wood,71756.34,7175.63,71756.34
LOC-01036,Houston (Flood/Wind),29.78051,-96.22646,Wood,128413.1,6420.65,128413.1
LOC-01037,Houston (Flood/Wind),28.80922,-95.71162,Wood,150753.03,15075.3,150753.03
LOC-01038,Houston (Flood/Wind),29.02244,-94.73524,Masonry,239432.27,23943.23,287318.73
LOC-01039,Los Angeles (Quake),34.45018,-119.50029,Wood,356967.27,35696.73,285573.82
LOC-01040,Houston (Flood/Wind),29.90039,-95.91327,Wood,184136.64,9206.83,184136.64
LOC-01041,Miami (Hurricane),25.67773,-79.70157,Concrete,148623.55,2972.47,148623.55
LOC-01042,Houston (Flood/Wind),29.68542,-96.34848,Wood,186820.58,9341.03,186820.58
LOC-01043,Miami (Hurricane),26.78587,-80.40326,Masonry,292733.08,29273.31,351279.7
LOC-01044,Los Angeles (Quake),32.80883,-118.28057,Wood,135169.96,2703.4,135169.96
LOC-01045,Miami (Hurricane),26.74519,-80.36824,Masonry,70967.09,1419.34,70967.09
LOC-01046,Houston (Flood/Wind),31.38628,-96.02978,Wood,791878.13,39593.91,950253.75
LOC-01047,Los Angeles (Quake),33.51465,-119.70147,Wood,68317.82,3415.89,68317.82
LOC-01048,Los Angeles (Quake),32.72443,-118.69862,Concrete,549105.43,10982.11,439284.35
LOC-01049,Houston (Flood/Wind),29.34984,-95.22456,Concrete,289147.69,5782.95,231318.15
LOC-01050,Miami (Hurricane),26.5897,-81.77072,Masonry,530001.44,26500.07,424001.15
LOC-01051,Miami (Hurricane),24.76589,-80.21299,Masonry,256464.54,5129.29,256464.54
LOC-01052,Los Angeles (Quake),32.57248,-117.62659,Wood,881458.18,17629.16,705166.54
LOC-01053,Miami (Hurricane),25.34677,-79.50924,Wood,50000.0,5000.0,50000.0
LOC-01054,Los Angeles (Quake),34.36124,-119.36664,Wood,349065.44,6981.31,349065.44
LOC-01055,Miami (Hurricane),24.56864,-78.87166,Concrete,484085.79,9681.72,484085.79
LOC-01056,Houston (Flood/Wind),30.5219,-95.06179,Concrete,72922.7,1458.45,72922.7
LOC-01057,Miami (Hurricane),26.79335,-80.16338,Wood,95777.66,9577.77,76622.13
LOC-01058,Los Angeles (Quake),33.80226,-116.02243,Masonry,206550.25,4131.01,165240.2
LOC-01059,Houston (Flood/Wind),32.8587,-95.62798,Concrete,391928.08,7838.56,391928.08
LOC-01060,Houston (Flood/Wind),30.45578,-95.43752,Wood,883580.64,17671.61,706864.51
LOC-01061,Miami (Hurricane),24.98363,-80.16285,Wood,50000.0,2500.0,50000.0
LOC-01062,Miami (Hurricane),25.90526,-82.14005,Wood,531874.7,10637.49,531874.7
LOC-01063,Miami (Hurricane),26.9877,-80.18368,Wood,1719108.16,171910.82,1375286.53
LOC-01064,Los Angeles (Quake),35.54698,-116.01019,Concrete,104164.26,5208.21,104164.26
LOC-01065,Miami (Hurricane),26.01261,-79.65897,Concrete,322645.37,32264.54,387174.44
LOC-01066,Houston (Flood/Wind),29.34037,-94.7076,Masonry,88820.65,8882.07,71056.52
LOC-01067,Miami (Hurricane),25.65226,-80.87016,Wood,50000.0,2500.0,50000.0
LOC-01068,Houston (Flood/Wind),29.91994,-96.26018,Wood,502630.81,25131.54,502630.81
LOC-01069,Miami (Hurricane),25.90425,-81.11457,Wood,376271.75,7525.44,376271.75
LOC-01070,Miami (Hurricane),26.27848,-79.16456,Wood,203551.07,20355.11,244261.28
LOC-01071,Houston (Flood/Wind),29.01055,-96.29679,Concrete,142124.53,7106.23,142124.53
LOC-01072,Houston (Flood/Wind),29.96872,-94.90035,Concrete,497198.91,9943.98,497198.91
LOC-01073,Houston (Flood/Wind),27.35673,-93.97734,Wood,716069.76,71606.98,716069.76
LOC-01074,Houston (Flood/Wind),30.03531,-96.76069,Wood,165654.31,3313.09,132523.45
LOC-01075,Miami (Hurricane),26.61778,-80.05837,Wood,449704.68,8994.09,539645.62
LOC-01076,Miami (Hurricane),26.45582,-82.19008,Wood,366955.66,18347.78,366955.66
LOC-01077,Miami (Hurricane),25.64013,-79.34368,Wood,223298.95,22329.89,267958.74
LOC-01078,Miami (Hurricane),24.88331,-80.8197,Masonry,1579614.93,157961.49,1895537.92
LOC-01079,Houston (Flood/Wind),29.52548,-96.26332,Wood,797003.78,15940.08,637603.02
LOC-01080,Miami (Hurricane),25.92927,-80.05463,Masonry,50000.0,1000.0,60000.0
LOC-01081,Los Angeles (Quake),34.82515,-118.14531,Wood,726256.84,14525.14,726256.84
LOC-01082,Miami (Hurricane),24.46967,-79.73981,Wood,266324.73,13316.24,266324.73
LOC-01083,Los Angeles (Quake),34.9477,-119.05748,Concrete,297425.01,29742.5,297425.01
LOC-01084,Los Angeles (Quake),31.27535,-117.42302,Wood,650763.99,13015.28,780916.79
LOC-01085,Los Angeles (Quake),33.63238,-118.48684,Concrete,268635.29,5372.71,268635.29
LOC-01086,Los Angeles (Quake),32.19888,-118.87794,Steel,622921.36,62292.14,622921.36
LOC-01087,Los Angeles (Quake),32.16171,-118.54024,Masonry,112250.99,5612.55,112250.99
LOC-01088,Miami (Hurricane),25.94494,-80.84184,Concrete,2202926.87,44058.54,2202926.87
LOC-01089,Los Angeles (Quake),35.561,-117.8982,Concrete,63139.3,6313.93,75767.16
LOC-01090,Houston (Flood/Wind),31.01911,-94.68394,Concrete,50000.0,2500.0,50000.0
LOC-01091,Houston (Flood/Wind),29.73949,-94.60966,Wood,125150.01,6257.5,100120.01
LOC-01092,Miami (Hurricane),26.87075,-80.11638,Wood,95190.47,4759.52,114228.56
LOC-01093,Houston (Flood/Wind),28.67457,-93.25562,Masonry,166850.28,8342.51,133480.22
LOC-01094,Los Angeles (Quake),35.46041,-117.11723,Concrete,78972.99,1579.46,63178.39
LOC-01095,Houston (Flood/Wind),30.91305,-96.5872,Concrete,59971.88,5997.19,59971.88
LOC-01096,Miami (Hurricane),26.67636,-81.34008,Wood,150338.72,3006.77,180406.47
LOC-01097,Houston (Flood/Wind),30.85989,-95.55851,Wood,433220.95,8664.42,433220.95
LOC-01098,Miami (Hurricane),25.07265,-79.46775,Wood,234595.71,4691.91,187676.57
LOC-01099,Los Angeles (Quake),35.18629,-118.0796,Masonry,234671.15,4693.42,281605.38
LOC-01100,Los Angeles (Quake),33.54609,-118.06222,Concrete,1910901.89,38218.04,1910901.89
LOC-01101,Los Angeles (Quake),34.25405,-117.10607,Wood,159436.83,3188.74,191324.2
LOC-01102,Houston (Flood/Wind),30.27729,-93.16779,Concrete,187945.62,18794.56,225534.75
LOC-01103,Miami (Hurricane),23.96902,-80.18729,Wood,1063611.7,21272.23,1276334.04
LOC-01104,Miami (Hurricane),26.57773,-80.61123,Masonry,102763.55,5138.18,102763.55
LOC-01105,Los Angeles (Quake),34.09907,-117.34829,Wood,350098.62,35009.86,350098.62
LOC-01106,Houston (Flood/Wind),29.61605,-93.72877,Wood,392487.29,19624.36,392487.29
LOC-01107,Houston (Flood/Wind),28.63514,-96.46333,Wood,477562.99,47756.3,382050.39
LOC-01108,Miami (Hurricane),24.55486,-79.2302,Steel,234982.14,4699.64,234982.14
LOC-01109,Miami (Hurricane),24.69245,-79.12247,Concrete,283521.31,14176.07,283521.31
LOC-01110,Houston (Flood/Wind),29.284,-96.66663,Wood,139077.73,13907.77,166893.28
LOC-01111,Houston (Flood/Wind),30.02465,-95.41013,Wood,399691.41,19984.57,399691.41
LOC-01112,Miami (Hurricane),25.95802,-80.13408,Wood,561427.11,56142.71,449141.69
LOC-01113,Los Angeles (Quake),35.05657,-118.66847,Wood,1575017.8,78750.89,1575017.8
LOC-01114,Miami (Hurricane),25.86427,-79.97124,Masonry,192840.02,9642.0,154272.01
LOC-01115,Los Angeles (Quake),34.69325,-119.11579,Wood,103374.22,2067.48,103374.22
LOC-01116,Miami (Hurricane),26.1243,-80.15207,Wood,727014.26,36350.71,581611.41
LOC-01117,Miami (Hurricane),26.72358,-78.53134,Concrete,310166.22,31016.62,310166.22
LOC-01118,Miami (Hurricane),25.1324,-79.25435,Wood,1200318.66,120031.87,1200318.66
LOC-01119,Miami (Hurricane),24.69048,-79.20839,Wood,173671.31,3473.43,173671.31
LOC-01120,Houston (Flood/Wind),30.5334,-95.34134,Wood,274231.93,13711.6,274231.93
LOC-01121,Miami (Hurricane),24.65805,-79.47502,Wood,784041.46,15680.83,940849.76
LOC-01122,Miami (Hurricane),25.51733,-79.12971,Concrete,2444091.33,122204.57,2444091.33
LOC-01123,Houston (Flood/Wind),28.98737,-96.24053,Concrete,130954.84,2619.1,130954.84
LOC-01124,Los Angeles (Quake),33.6387,-116.77893,Concrete,274548.41,27454.84,219638.73
LOC-01125,Houston (Flood/Wind),29.60186,-96.28782,Concrete,50214.49,1004.29,60257.39
LOC-01126,Houston (Flood/Wind),29.86881,-97.30921,Wood,653442.7,65344.27,653442.7
LOC-01127,Los Angeles (Quake),35.41534,-118.4285,Masonry,546446.92,10928.94,546446.92
LOC-01128,Los Angeles (Quake),31.74542,-115.7496,Concrete,385544.33,19277.22,308435.47
LOC-01129,Los Angeles (Quake),34.28609,-116.9801,Wood,252433.34,25243.33,302920.01
LOC-01130,Houston (Flood/Wind),29.0116,-96.64765,Wood,565394.12,56539.41,565394.12
LOC-01131,Miami (Hurricane),24.32491,-81.45844,Concrete,199023.84,9951.19,199023.84
LOC-01132,Miami (Hurricane),25.4751,-81.69574,Wood,1132195.22,56609.76,1132195.22
LOC-01133,Los Angeles (Quake),35.69786,-117.65025,Wood,751048.74,75104.87,901258.49
LOC-01134,Los Angeles (Quake),32.14461,-120.00642,Wood,190541.32,9527.07,190541.32
LOC-01135,Houston (Flood/Wind),29.7886,-96.28005,Wood,1547683.72,154768.37,1547683.72
LOC-01136,Los Angeles (Quake),33.99922,-119.31601,Concrete,51980.29,1039.61,51980.29
LOC-01137,Houston (Flood/Wind),29.96787,-95.79396,Wood,60832.18,6083.22,60832.18
LOC-01138,Miami (Hurricane),24.34512,-80.77161,Wood,111819.32,2236.39,111819.32
LOC-01139,Miami (Hurricane),25.99466,-80.48266,Wood,762109.44,38105.47,762109.44
LOC-01140,Houston (Flood/Wind),29.73905,-93.53947,Wood,134545.4,2690.91,161454.48
LOC-01141,Los Angeles (Quake),36.17263,-119.52079,Wood,146545.79,7327.29,146545.79
LOC-01142,Miami (Hurricane),26.15993,-80.24191,Concrete,158274.73,3165.49,189929.68
LOC-01143,Miami (Hurricane),25.45264,-81.95604,Wood,573173.83,11463.48,458539.06
LOC-01144,Miami (Hurricane),25.97506,-81.17356,Concrete,985244.63,49262.23,985244.63
LOC-01145,Los Angeles (Quake),36.49421,-117.81385,Wood,186773.6,18677.36,186773.6
LOC-01146,Miami (Hurricane),26.35516,-79.48095,Masonry,1338481.99,26769.64,1338481.99
LOC-01147,Los Angeles (Quake),32.80464,-117.7384,Masonry,80081.59,1601.63,64065.27
LOC-01148,Miami (Hurricane),25.80709,-79.8208,Wood,912216.78,91221.68,912216.78
LOC-01149,Los Angeles (Quake),35.1541,-118.81885,Wood,111188.43,5559.42,133426.12
LOC-01150,Houston (Flood/Wind),30.14814,-96.09269,Wood,189227.36,18922.74,189227.36
LOC-01151,Houston (Flood/Wind),30.71922,-94.24211,Concrete,304389.17,6087.78,304389.17
LOC-01152,Houston (Flood/Wind),30.53839,-93.29602,Concrete,122234.42,6111.72,122234.42
LOC-01153,Los Angeles (Quake),33.07096,-115.59868,Steel,921175.71,46058.79,1105410.85
LOC-01154,Miami (Hurricane),25.75555,-80.58505,Wood,65334.42,1306.69,78401.3
LOC-01155,Houston (Flood/Wind),29.22282,-94.24676,Wood,172255.92,17225.59,206707.1
LOC-01156,Los Angeles (Quake),33.70591,-119.1212,Wood,645454.68,64545.47,645454.68
LOC-01157,Houston (Flood/Wind),28.83451,-95.48347,Wood,710245.49,14204.91,710245.49
LOC-01158,Los Angeles (Quake),34.80088,-117.64886,Wood,89329.87,8932.99,89329.87
LOC-01159,Los Angeles (Quake),34.80994,-118.42234,Concrete,160845.17,16084.52,160845.17
LOC-01160,Houston (Flood/Wind),30.32432,-93.7962,Wood,150877.31,15087.73,120701.85
LOC-01161,Los Angeles (Quake),36.06931,-117.76082,Wood,923592.38,46179.62,923592.38
LOC-01162,Miami (Hurricane),25.26838,-79.29668,Masonry,959750.3,95975.03,959750.3
LOC-01163,Los Angeles (Quake),33.84619,-116.92552,Wood,276307.31,5526.15,276307.31
LOC-01164,Los Angeles (Quake),34.56981,-118.55138,Wood,70468.77,7046.88,70468.77
LOC-01165,Los Angeles (Quake),33.3409,-116.60051,Masonry,70219.21,3510.96,84263.05
LOC-01166,Los Angeles (Quake),33.66887,-120.57393,Masonry,267318.43,5346.37,267318.43
LOC-01167,Houston (Flood/Wind),28.89512,-94.25929,Wood,1005430.97,100543.1,1206517.16
LOC-01168,Miami (Hurricane),26.10312,-79.92771,Wood,118894.2,5944.71,142673.04
LOC-01169,Houston (Flood/Wind),30.49803,-96.07568,Wood,247148.91,12357.45,296578.69
LOC-01170,Houston (Flood/Wind),30.06685,-94.93031,Wood,243212.34,12160.62,243212.34
LOC-01171,Miami (Hurricane),26.53453,-79.10594,Wood,438644.91,43864.49,350915.93
LOC-01172,Houston (Flood/Wind),29.53132,-94.06721,Concrete,307940.52,30794.05,307940.52
LOC-01173,Houston (Flood/Wind),28.946,-93.86896,Wood,216186.26,4323.73,172949.01
LOC-01174,Houston (Flood/Wind),28.74388,-95.49259,Masonry,295314.66,5906.29,295314.66
LOC-01175,Los Angeles (Quake),33.30195,-119.11362,Wood,188407.71,3768.15,150726.17
LOC-01176,Houston (Flood/Wind),29.46854,-96.13585,Concrete,169182.44,3383.65,203018.93
LOC-01177,Los Angeles (Quake),34.54487,-119.16448,Concrete,136593.27,2731.87,163911.93
LOC-01178,Houston (Flood/Wind),28.54229,-93.96062,Wood,164813.83,3296.28,131851.06
LOC-01179,Los Angeles (Quake),34.30057,-117.94411,Masonry,121942.33,6097.12,121942.33
LOC-01180,Los Angeles (Quake),35.70029,-118.84217,Wood,137321.39,6866.07,137321.39
LOC-01181,Miami (Hurricane),25.05287,-80.45786,Wood,64002.41,1280.05,51201.93
LOC-01182,Miami (Hurricane),25.85876,-80.87395,Wood,324905.05,32490.5,389886.06
LOC-01183,Los Angeles (Quake),32.8209,-117.78599,Wood,50000.0,1000.0,50000.0
LOC-01184,Miami (Hurricane),25.02438,-80.415,Wood,297126.15,29712.62,297126.15
LOC-01185,Los Angeles (Quake),35.33065,-118.55335,Wood,281904.84,5638.1,281904.84
LOC-01186,Los Angeles (Quake),34.3026,-117.17043,Wood,50681.23,1013.62,40544.98
LOC-01187,Houston (Flood/Wind),28.64478,-95.38578,Steel,97546.52,9754.65,78037.22
LOC-01188,Miami (Hurricane),26.12075,-81.13757,Concrete,400738.6,40073.86,400738.6
LOC-01189,Houston (Flood/Wind),30.29945,-94.8062,Concrete,356643.49,35664.35,427972.19
LOC-01190,Los Angeles (Quake),34.85139,-116.52217,Concrete,195268.84,3905.38,234322.61
LOC-01191,Los Angeles (Quake),35.90073,-116.73728,Concrete,435294.82,8705.9,522353.79
LOC-01192,Miami (Hurricane),26.20277,-80.61494,Wood,164081.96,16408.2,164081.96
LOC-01193,Houston (Flood/Wind),29.80931,-95.35808,Wood,224143.85,4482.88,224143.85
LOC-01194,Los Angeles (Quake),34.83499,-118.26317,Concrete,853272.11,42663.61,682617.69
LOC-01195,Los Angeles (Quake),32.93437,-117.42513,Wood,447017.33,44701.73,536420.8
LOC-01196,Los Angeles (Quake),36.18608,-118.02293,Wood,95235.03,9523.5,76188.02
LOC-01197,Los Angeles (Quake),35.64396,-115.97617,Concrete,451522.47,9030.45,451522.47
LOC-01198,Miami (Hurricane),25.70434,-80.6786,Wood,97942.13,1958.84,117530.56
LOC-01199,Los Angeles (Quake),33.5605,-117.02254,Concrete,1153049.84,57652.49,922439.87
LOC-01200,Miami (Hurricane),26.48339,-80.89581,Concrete,351224.51,35122.45,280979.61
LOC-01201,Houston (Flood/Wind),27.83323,-93.01271,Wood,268839.6,26883.96,268839.6
LOC-01202,Los Angeles (Quake),31.89355,-117.21448,Concrete,50000.0,1000.0,50000.0
LOC-01203,Los Angeles (Quake),33.08053,-118.01834,Wood,672011.99,67201.2,672011.99
LOC-01204,Los Angeles (Quake),34.87668,-119.85561,Wood,114623.83,2292.48,137548.59
LOC-01205,Los Angeles (Quake),34.21561,-117.39749,Wood,63657.98,6365.8,76389.57
LOC-01206,Miami (Hurricane),25.58149,-81.89188,Masonry,368594.7,36859.47,368594.7
LOC-01207,Los Angeles (Quake),35.86986,-117.75089,Concrete,55929.97,2796.5,55929.97
LOC-01208,Los Angeles (Quake),34.60086,-119.09105,Masonry,188803.7,3776.07,226564.44
LOC-01209,Houston (Flood/Wind),29.73953,-97.11354,Wood,152255.95,15225.59,152255.95
LOC-01210,Houston (Flood/Wind),28.70958,-95.26438,Concrete,223570.24,4471.4,223570.24
LOC-01211,Miami (Hurricane),24.52671,-79.73805,Masonry,91759.09,4587.95,73407.27
LOC-01212,Houston (Flood/Wind),28.96914,-94.99354,Masonry,330262.64,33026.26,264210.11
LOC-01213,Los Angeles (Quake),34.61193,-118.38831,Wood,617329.23,61732.92,740795.08
LOC-01214,Los Angeles (Quake),33.2959,-118.60672,Wood,142727.28,14272.73,114181.83
LOC-01215,Los Angeles (Quake),34.36519,-117.66681,Wood,1208295.56,120829.56,1449954.67
LOC-01216,Los Angeles (Quake),34.19676,-119.44134,Wood,261553.29,5231.07,261553.29
LOC-01217,Miami (Hurricane),25.78608,-80.9096,Concrete,432273.42,8645.47,518728.11
LOC-01218,Miami (Hurricane),25.36983,-80.51587,Wood,540739.89,10814.8,432591.91
LOC-01219,Houston (Flood/Wind),31.8902,-94.30946,Masonry,937193.77,46859.69,1124632.53
LOC-01220,Miami (Hurricane),26.62731,-79.57214,Wood,320973.55,6419.47,320973.55
LOC-01221,Los Angeles (Quake),35.4133,-118.42627,Concrete,204763.07,4095.26,204763.07
LOC-01222,Houston (Flood/Wind),28.65572,-94.17871,Wood,231687.9,11584.39,278025.48
LOC-01223,Miami (Hurricane),26.73487,-82.10589,Concrete,1158057.52,115805.75,1389669.02
LOC-01224,Miami (Hurricane),25.52934,-79.04435,Wood,356737.18,35673.72,356737.18
LOC-01225,Miami (Hurricane),26.44445,-79.20327,Wood,50000.0,5000.0,50000.0
LOC-01226,Miami (Hurricane),26.54708,-79.98835,Wood,133019.31,6650.97,133019.31
LOC-01227,Houston (Flood/Wind),28.40439,-96.28776,Wood,110841.74,2216.83,133010.09
LOC-01228,Miami (Hurricane),27.20202,-80.22375,Wood,756303.29,37815.16,756303.29
LOC-01229,Miami (Hurricane),24.95338,-80.69488,Masonry,75346.39,7534.64,75346.39
LOC-01230,Los Angeles (Quake),33.78975,-119.38924,Wood,450547.57,22527.38,450547.57
LOC-01231,Houston (Flood/Wind),29.09379,-95.68666,Concrete,187372.05,9368.6,149897.64
LOC-01232,Miami (Hurricane),26.00342,-78.54042,Wood,314297.38,31429.74,314297.38
LOC-01233,Houston (Flood/Wind),28.51809,-97.0706,Concrete,1399246.54,69962.33,1399246.54
LOC-01234,Miami (Hurricane),25.74649,-78.84957,Concrete,117805.44,2356.11,117805.44
LOC-01235,Miami (Hurricane),26.42098,-80.32312,Masonry,209045.21,10452.26,209045.21
LOC-01236,Los Angeles (Quake),33.61006,-118.23094,Wood,70544.37,3527.22,84653.24
LOC-01237,Miami (Hurricane),25.42393,-79.62661,Wood,89418.58,1788.37,107302.29
LOC-01238,Los Angeles (Quake),34.87711,-117.95518,Masonry,1022862.28,102286.23,1022862.28
LOC-01239,Houston (Flood/Wind),28.46991,-96.87825,Wood,2205931.6,44118.63,2205931.6
LOC-01240,Miami (Hurricane),27.23074,-80.07187,Wood,552921.65,11058.43,552921.65
LOC-01241,Houston (Flood/Wind),29.75984,-94.79779,Concrete,102377.47,10237.75,102377.47
LOC-01242,Los Angeles (Quake),30.79524,-118.45308,Wood,730533.54,73053.35,876640.25
LOC-01243,Houston (Flood/Wind),31.75244,-93.5359,Wood,154243.99,7712.2,154243.99
LOC-01244,Los Angeles (Quake),33.18732,-118.25243,Concrete,86988.12,8698.81,86988.12
LOC-01245,Houston (Flood/Wind),30.05374,-93.5438,Concrete,394735.06,19736.75,394735.06
LOC-01246,Houston (Flood/Wind),28.58376,-95.94791,Concrete,207314.34,10365.72,165851.47
LOC-01247,Los Angeles (Quake),32.55428,-117.23988,Concrete,3082408.17,308240.82,3082408.17
